IoT,Fecha,Hora,Temperatura,Humedad,Presion_Atmosferica,Intensidad_Luz,Viento,UV
Estacion_2_Villa_Nueva_Zona_12,11/01/2023,09:37:00,23,56,1013,1249,10,0
E4_CAP_07,11/01/2023,09:38:30,17.0,74.0,853.8826,0.0,-,NaN
Estacion_2_Villa_Nueva_Zona_12,11/01/2023,09:42:43,23,56,1011,1174,12,0
E4_CAP_07,11/01/2023,09:43:39,17.0,74.0,853.8604,0.0,-,NaN
E8_CAP_08,11/01/2023,09:27:43,21,72,857.39,0,0,0
E8_CAP_08,11/01/2023,09:33:17,21,72,857.39,0,0,0
E8_CAP_08,11/01/2023,09:38:51,21,72,857.36,0,0,0
Estacion_2_Villa_Nueva_Zona_12,11/01/2023,09:48:25,23,56,1021,1265,11,0
E4_CAP_07,11/01/2023,09:48:48,17.0,75.0,853.9716,0.0,-,NaN
E4_CAP_07,11/01/2023,09:53:57,17.0,75.0,853.9881,0.0,-,NaN
Estacion_2_Villa_Nueva_Zona_12,11/01/2023,09:54:08,23,56,1028,1007,10,0
E4_CAP_07,11/01/2023,09:59:06,17.0,75.0,853.8904,0.0,-,NaN
Estacion_2_Villa_Nueva_Zona_12,11/01/2023,09:59:51,23,56,1030,1215,10,0
E8_CAP_08,11/01/2023,09:44:45,21,72,857.42,0,0,0
E8_CAP_08,11/01/2023,09:50:19,21,72,857.3,0,0,0
E8_CAP_08,11/01/2023,09:55:53,21,72,857.37,0,0,0
E4_CAP_07,11/01/2023,10:04:14,17.0,75.0,853.9093,0.0,-,NaN
Estacion_2_Villa_Nueva_Zona_12,11/01/2023,10:05:34,23,56,1019,1041,11,0
E4_CAP_07,11/01/2023,10:09:23,17.0,75.0,853.9698,0.0,-,NaN
Estacion_2_Villa_Nueva_Zona_12,11/01/2023,10:11:17,23,56,1003,1094,12,0
E4_CAP_07,11/01/2023,10:14:32,17.0,75.0,854.064,0.0,-,NaN
Estacion_2_Villa_Nueva_Zona_12,11/01/2023,10:16:59,23,56,1025,1117,10,0
E8_CAP_08,11/01/2023,10:01:49,21,72,857.35,0,0,0
E8_CAP_08,11/01/2023,10:07:22,21,72,857.39,0,0,0
E8_CAP_08,11/01/2023,10:12:56,21,72,857.36,0,0,0
E4_CAP_07,11/01/2023,10:19:40,17.0,75.0,853.7935,0.0,-,NaN
Estacion_2_Villa_Nueva_Zona_12,11/01/2023,10:22:42,23,56,1029,1156,10,0
E4_CAP_07,11/01/2023,10:24:49,17.0,75.0,853.8295,0.0,-,NaN
Estacion_2_Villa_Nueva_Zona_12,11/01/2023,10:28:25,23,56,1000,1093,10,0
E4_CAP_07,11/01/2023,10:29:58,17.0,75.0,853.7582,0.0,-,NaN
Estacion_2_Villa_Nueva_Zona_12,11/01/2023,10:34:08,23,56,1030,1222,13,0
E4_CAP_07,11/01/2023,10:35:07,17.0,75.0,853.872,0.0,-,NaN
E8_CAP_08,11/01/2023,10:18:50,21,72,857.33,0,0,0
E8_CAP_08,11/01/2023,10:24:24,21,72,857.06,0,0,0
E8_CAP_08,11/01/2023,10:29:58,21,72,857.21,0,0,0
Estacion_2_Villa_Nueva_Zona_12,11/01/2023,10:39:51,23,56,1002,1169,10,0
E4_CAP_07,11/01/2023,10:40:16,17.0,76.0,853.9253,0.0,-,NaN
E4_CAP_07,11/01/2023,10:45:25,17.0,78.0,853.8449,0.0,-,NaN
Estacion_2_Villa_Nueva_Zona_12,11/01/2023,10:45:34,23,56,1011,1200,13,0
E4_CAP_07,11/01/2023,10:50:33,17.0,79.0,853.9107,0.0,-,NaN
Estacion_2_Villa_Nueva_Zona_12,11/01/2023,10:51:17,23,56,1004,1174,10,0
E8_CAP_08,11/01/2023,10:35:52,21,72,857.2,0,0,0
E8_CAP_08,11/01/2023,10:41:26,21,72,857.27,0,0,0
E8_CAP_08,11/01/2023,10:47:00,21,72,857.11,0,0,0
E4_CAP_07,11/01/2023,10:55:42,17.0,79.0,853.7887,0.0,-,NaN
Estacion_2_Villa_Nueva_Zona_12,11/01/2023,10:57:00,23,56,1023,1200,13,0
E4_CAP_07,11/01/2023,11:00:51,17.0,80.0,853.7658,0.0,-,NaN
Estacion_2_Villa_Nueva_Zona_12,11/01/2023,11:02:43,23,56,1026,1062,11,0
E4_CAP_07,11/01/2023,11:06:00,17.0,80.0,853.7219,0.0,-,NaN
Estacion_2_Villa_Nueva_Zona_12,11/01/2023,11:08:25,23,56,1012,1231,10,0
E8_CAP_08,11/01/2023,10:52:54,21,72,857.37,0,0,0
E8_CAP_08,11/01/2023,10:58:28,21,72,857.13,0,0,0
E8_CAP_08,11/01/2023,11:04:02,21,72,857.22,0,0,0
E4_CAP_07,11/01/2023,11:11:08,17.0,80.0,853.5609,0.0,-,NaN
Estacion_2_Villa_Nueva_Zona_12,11/01/2023,11:14:08,23,56,1022,1210,10,0
E4_CAP_07,11/01/2023,11:16:17,17.0,80.0,853.5338,0.0,-,NaN
Estacion_2_Villa_Nueva_Zona_12,11/01/2023,11:19:51,23,56,1010,1084,10,0
E4_CAP_07,11/01/2023,11:21:26,17.0,80.0,853.5917,0.0,-,NaN
Estacion_2_Villa_Nueva_Zona_12,11/01/2023,11:25:34,23,56,1027,1076,11,0
E4_CAP_07,11/01/2023,11:26:35,17.0,80.0,853.6563,0.0,-,NaN
E8_CAP_08,11/01/2023,11:09:57,21,72,857.02,0,0,0
E8_CAP_08,11/01/2023,11:15:31,21,72,857.15,0,0,0
E8_CAP_08,11/01/2023,11:21:05,21,72,856.86,0,0,0
Estacion_2_Villa_Nueva_Zona_12,11/01/2023,11:31:17,23,56,1018,1205,12,0
E4_CAP_07,11/01/2023,11:31:44,17.0,80.0,853.5363,0.0,-,NaN
E4_CAP_07,11/01/2023,11:36:53,18.0,80.0,853.633,0.0,-,NaN
Estacion_2_Villa_Nueva_Zona_12,11/01/2023,11:37:00,23,56,1016,1202,11,0
E4_CAP_07,11/01/2023,11:42:02,18.0,80.0,853.5441,0.0,-,NaN
Estacion_2_Villa_Nueva_Zona_12,11/01/2023,11:42:43,23,57,1018,1199,13,0
E8_CAP_08,11/01/2023,11:26:59,21,72,856.93,0,0,0
E8_CAP_08,11/01/2023,11:32:33,21,72,857.02,0,0,0
E8_CAP_08,11/01/2023,11:38:07,21,72,857.12,0,0,0
E4_CAP_07,11/01/2023,11:47:11,18.0,80.0,853.3171,0.0,-,NaN
Estacion_2_Villa_Nueva_Zona_12,11/01/2023,11:48:26,23,57,1025,1146,13,0
E4_CAP_07,11/01/2023,11:52:20,18.0,80.0,853.4141,0.0,-,NaN
Estacion_2_Villa_Nueva_Zona_12,11/01/2023,11:54:09,23,57,1016,1160,12,0
E4_CAP_07,11/01/2023,11:57:29,18.0,80.0,853.4376,0.0,-,NaN
Estacion_2_Villa_Nueva_Zona_12,11/01/2023,11:59:51,23,57,1017,1191,12,0
E8_CAP_08,11/01/2023,11:44:02,21,72,856.84,0,0,0
E8_CAP_08,11/01/2023,11:49:36,21,72,856.88,0,0,0
E8_CAP_08,11/01/2023,11:55:11,21,72,856.55,0,0,0
E4_CAP_07,11/01/2023,12:02:38,18.0,80.0,853.4568,0.0,-,NaN
Estacion_2_Villa_Nueva_Zona_12,11/01/2023,12:05:34,23,57,1024,1163,11,0
E4_CAP_07,11/01/2023,12:07:46,18.0,80.0,853.3799,0.0,-,NaN
E1_CAP_13,11/01/2023,12:10:35,21.72,71.0,86074.58,2345.0,-,NaN
Estacion_2_Villa_Nueva_Zona_12,11/01/2023,12:11:17,24,57,1013,1011,13,0
E4_CAP_07,11/01/2023,12:12:55,18.0,80.0,853.2545,0.0,-,NaN
E1_CAP_13,11/01/2023,12:15:47,21.7,71.0,86048.91,0.0,-,NaN
Estacion_2_Villa_Nueva_Zona_12,11/01/2023,12:17:00,23,57,1001,1023,13,0
E8_CAP_08,11/01/2023,12:01:08,21,72,856.92,0,0,0
E8_CAP_08,11/01/2023,12:06:43,21,72,856.43,0,0,0
E8_CAP_08,11/01/2023,12:12:16,21,72,856.63,0,0,0
E4_CAP_07,11/01/2023,12:18:04,18.0,80.0,853.1335,0.0,-,NaN
E1_CAP_13,11/01/2023,12:21:00,21.75,70.0,86053.29,0.0,-,NaN
Estacion_2_Villa_Nueva_Zona_12,11/01/2023,12:22:42,23,57,1009,1231,13,0
E4_CAP_07,11/01/2023,12:23:13,18.0,80.0,852.9739,1739.0,-,NaN
E1_CAP_13,11/01/2023,12:26:23,21.78,69.0,86041.95,2512.0,-,NaN
E4_CAP_07,11/01/2023,12:28:22,18.0,81.0,852.9421,1703.0,-,NaN
Estacion_2_Villa_Nueva_Zona_12,11/01/2023,12:28:25,23,57,1007,1207,10,0
E1_CAP_13,11/01/2023,12:31:36,21.83,69.0,86051.85,0.0,-,NaN
E4_CAP_07,11/01/2023,12:33:30,17.0,83.0,852.8936,1874.0,-,NaN
Estacion_2_Villa_Nueva_Zona_12,11/01/2023,12:34:08,24,56,1024,1146,13,0
E8_CAP_08,11/01/2023,12:18:12,21,72,856.68,0,0,0
E8_CAP_08,11/01/2023,12:23:46,21,72,856.48,0,0,0
E8_CAP_08,11/01/2023,12:29:20,21,72,856.38,0,0,0
E1_CAP_13,11/01/2023,12:36:50,21.87,69.0,86053.18,0.0,-,NaN
E4_CAP_07,11/01/2023,12:38:39,17.0,83.0,852.7015,2066.0,-,NaN
Estacion_2_Villa_Nueva_Zona_12,11/01/2023,12:39:51,24,56,1007,1168,10,0
E1_CAP_13,11/01/2023,12:42:03,21.86,69.0,86029.4,0.0,-,NaN
E4_CAP_07,11/01/2023,12:43:48,17.0,83.0,852.7294,2123.0,-,NaN
Estacion_2_Villa_Nueva_Zona_12,11/01/2023,12:45:34,24,56,1021,1097,10,0
E1_CAP_13,11/01/2023,12:47:15,21.91,68.0,86014.82,0.0,-,NaN
E4_CAP_07,11/01/2023,12:48:57,18.0,83.0,852.7015,2122.0,-,NaN
Estacion_2_Villa_Nueva_Zona_12,11/01/2023,12:51:17,24,56,1006,1030,11,0
E8_CAP_08,11/01/2023,12:35:15,21,72,856.35,0,0,0
E8_CAP_08,11/01/2023,12:40:50,21,72,856.1,0,0,0
E8_CAP_08,11/01/2023,12:46:23,21,72,856.36,0,0,0
E1_CAP_13,11/01/2023,12:52:28,21.98,68.0,85995.14,1239.0,-,NaN
E4_CAP_07,11/01/2023,12:54:06,18.0,82.0,852.6973,2265.0,-,NaN
Estacion_2_Villa_Nueva_Zona_12,11/01/2023,12:56:59,24,56,1008,1215,13,0
E1_CAP_13,11/01/2023,12:57:40,22.1,68.0,86033.54,1264.0,-,NaN
E4_CAP_07,11/01/2023,12:59:15,18.0,82.0,852.613,1924.0,-,NaN
E7_MIX_10,10/09/2023,00:00:00,25.09,69.84,899.82,2039,0.0,NaN
E7_MIX_10,10/09/2023,00:05:00,25.09,70.2,899.92,2028,0.0,NaN
E7_MIX_10,10/09/2023,00:10:00,25.07,69.87,899.85,1989,0.0,NaN
E7_MIX_10,10/09/2023,00:15:00,25.05,69.96,899.96,1999,0.0,NaN
E7_MIX_10,10/09/2023,00:20:00,25.01,69.82,900.17,2013,0.0,NaN
E7_MIX_10,10/09/2023,00:25:00,25.07,69.9,899.93,2037,0.0,NaN
E7_MIX_10,10/09/2023,00:30:00,25.07,70.0,900.15,1961,0.0,NaN
E7_MIX_10,10/09/2023,00:35:00,25.01,69.87,900.14,1975,0.0,NaN
E7_MIX_10,10/09/2023,00:40:00,25.1,69.91,900.01,1979,0.0,NaN
E7_MIX_10,10/09/2023,00:45:00,25.06,70.14,899.89,1960,0.0,NaN
E7_MIX_10,10/09/2023,00:50:00,25.06,69.88,899.8,2022,0.0,NaN
E7_MIX_10,10/09/2023,00:55:00,25.07,69.95,900.18,1986,0.0,NaN
E7_MIX_10,10/09/2023,01:00:00,25.04,69.99,900.2,2015,0.0,NaN
E7_MIX_10,10/09/2023,01:05:00,25.01,70.05,900.05,1955,0.0,NaN
E7_MIX_10,10/09/2023,01:10:00,25.03,69.81,899.86,2009,0.0,NaN
E7_MIX_10,10/09/2023,01:15:00,25.08,69.81,900.04,2030,0.0,NaN
E7_MIX_10,10/09/2023,01:20:00,25.06,69.89,900.02,2049,0.0,NaN
E7_MIX_10,10/09/2023,01:25:00,25.03,69.9,900.0,1951,0.0,NaN
E7_MIX_10,10/09/2023,01:30:00,25.08,69.97,899.97,1993,0.0,NaN
E7_MIX_10,10/09/2023,01:35:00,25.06,69.96,899.89,1993,0.0,NaN
E7_MIX_10,10/09/2023,01:40:00,25.02,70.1,899.92,1998,0.0,NaN
E7_MIX_10,10/09/2023,01:45:00,25.02,69.94,899.84,1979,0.0,NaN
E7_MIX_10,10/09/2023,01:50:00,25.1,70.0,899.81,1987,0.0,NaN
E7_MIX_10,10/09/2023,01:55:00,25.1,70.07,900.14,2014,0.0,NaN
E7_MIX_10,10/09/2023,02:00:00,25.07,70.01,900.06,1980,0.0,NaN
E7_MIX_10,10/09/2023,02:05:00,25.06,70.16,900.14,1980,0.0,NaN
E7_MIX_10,10/09/2023,02:10:00,25.01,69.83,899.83,2033,0.0,NaN
E7_MIX_10,10/09/2023,02:15:00,25.09,69.89,899.86,2017,0.0,NaN
E7_MIX_10,10/09/2023,02:20:00,25.06,70.2,899.82,1966,0.0,NaN
E7_MIX_10,10/09/2023,02:25:00,25.07,69.96,900.08,1985,0.0,NaN
E7_MIX_10,10/09/2023,02:30:00,25.09,69.96,899.94,1950,0.0,NaN
E7_MIX_10,10/09/2023,02:35:00,25.08,69.81,899.9,1951,0.0,NaN
E7_MIX_10,10/09/2023,02:40:00,25.0,70.05,900.1,1975,0.0,NaN
E7_MIX_10,10/09/2023,02:45:00,25.02,69.88,900.1,1970,0.0,NaN
E7_MIX_10,10/09/2023,02:50:00,25.08,69.87,899.99,1993,0.0,NaN
E7_MIX_10,10/09/2023,02:55:00,25.05,69.85,899.81,1970,0.0,NaN
E7_MIX_10,10/09/2023,03:00:00,25.09,69.83,900.02,1996,0.0,NaN
E7_MIX_10,10/09/2023,03:05:00,25.08,69.95,899.93,1954,0.0,NaN
E7_MIX_10,10/09/2023,03:10:00,25.06,70.0,899.86,1996,0.0,NaN
E7_MIX_10,10/09/2023,03:15:00,25.08,70.11,899.83,2039,0.0,NaN
E7_MIX_10,10/09/2023,03:20:00,25.01,70.03,899.97,1968,0.0,NaN
E7_MIX_10,10/09/2023,03:25:00,25.1,70.06,899.95,2025,0.0,NaN
E7_MIX_10,10/09/2023,03:30:00,25.02,69.84,899.81,1978,0.0,NaN
E7_MIX_10,10/09/2023,03:35:00,25.08,69.83,900.18,1984,0.0,NaN
E7_MIX_10,10/09/2023,03:40:00,25.06,70.01,900.08,1998,0.0,NaN
E7_MIX_10,10/09/2023,03:45:00,25.03,70.16,899.86,1992,0.0,NaN
E7_MIX_10,10/09/2023,03:50:00,25.06,70.04,900.05,1986,0.0,NaN
E7_MIX_10,10/09/2023,03:55:00,25.1,69.87,900.11,1951,0.0,NaN
E7_MIX_10,10/09/2023,04:00:00,25.1,70.1,900.2,1959,0.0,NaN
E7_MIX_10,10/09/2023,04:05:00,25.01,69.98,899.83,2002,0.0,NaN
E7_MIX_10,10/09/2023,04:10:00,25.09,70.19,900.14,2013,0.0,NaN
E7_MIX_10,10/09/2023,04:15:00,25.09,70.11,899.95,1958,0.0,NaN
E7_MIX_10,10/09/2023,04:20:00,25.02,70.17,900.06,2018,0.0,NaN
E7_MIX_10,10/09/2023,04:25:00,25.0,69.85,899.84,1975,0.0,NaN
E7_MIX_10,10/09/2023,04:30:00,25.04,69.95,900.06,2048,0.0,NaN
E7_MIX_10,10/09/2023,04:35:00,25.04,70.14,900.07,1951,0.0,NaN
E7_MIX_10,10/09/2023,04:40:00,25.09,70.2,899.92,2015,0.0,NaN
E7_MIX_10,10/09/2023,04:45:00,25.1,69.93,900.12,1951,0.0,NaN
E7_MIX_10,10/09/2023,04:50:00,25.02,70.03,899.95,1955,0.0,NaN
E7_MIX_10,10/09/2023,04:55:00,25.08,69.93,900.12,1972,0.0,NaN
E7_MIX_10,10/09/2023,05:00:00,25.03,70.17,899.85,2036,0.0,NaN
E7_MIX_10,10/09/2023,05:05:00,25.06,70.0,900.02,2047,0.0,NaN
E7_MIX_10,10/09/2023,05:10:00,25.05,69.84,900.09,1971,0.0,NaN
E7_MIX_10,10/09/2023,05:15:00,25.02,70.0,900.18,1997,0.0,NaN
E7_MIX_10,10/09/2023,05:20:00,25.09,69.86,899.9,1985,0.0,NaN
E7_MIX_10,10/09/2023,05:25:00,25.08,70.1,899.93,2030,0.0,NaN
E7_MIX_10,10/09/2023,05:30:00,25.07,69.84,900.14,2017,0.0,NaN
E7_MIX_10,10/09/2023,05:35:00,25.08,69.84,900.0,2041,0.0,NaN
E7_MIX_10,10/09/2023,05:40:00,25.08,70.02,899.99,1986,0.0,NaN
E7_MIX_10,10/09/2023,05:45:00,25.05,70.19,900.04,2015,0.0,NaN
E7_MIX_10,10/09/2023,05:50:00,25.1,69.91,900.09,1993,0.0,NaN
E7_MIX_10,10/09/2023,05:55:00,25.1,69.93,900.05,2028,0.0,NaN
E7_MIX_10,10/09/2023,06:00:00,25.02,69.93,899.85,1959,0.0,NaN
E7_MIX_10,10/09/2023,06:05:00,25.09,70.17,900.09,2011,0.0,NaN
E7_MIX_10,10/09/2023,06:10:00,25.02,69.89,899.98,1967,0.0,NaN
E7_MIX_10,10/09/2023,06:15:00,25.09,69.94,900.16,1977,0.0,NaN
E7_MIX_10,10/09/2023,06:20:00,25.02,69.84,900.12,1999,0.0,NaN
E7_MIX_10,10/09/2023,06:25:00,25.02,70.07,900.18,1998,0.0,NaN
E7_MIX_10,10/09/2023,06:30:00,25.08,70.09,900.16,1978,0.0,NaN
E7_MIX_10,10/09/2023,06:35:00,25.04,70.15,899.92,1998,0.0,NaN
E7_MIX_10,10/09/2023,06:40:00,25.09,70.16,900.17,2042,0.0,NaN
E7_MIX_10,10/09/2023,06:45:00,25.06,69.8,900.05,2021,0.0,NaN
E7_MIX_10,10/09/2023,06:50:00,25.1,69.97,899.87,1990,0.0,NaN
E7_MIX_10,10/09/2023,06:55:00,25.01,69.95,899.81,1956,0.0,NaN
E7_MIX_10,10/09/2023,07:00:00,24.93,70.14,899.84,1996,0.0,NaN
E7_MIX_10,10/09/2023,07:05:00,24.97,70.19,900.2,2013,0.0,NaN
E7_MIX_10,10/09/2023,07:10:00,24.9,70.08,899.82,1984,0.0,NaN
E7_MIX_10,10/09/2023,07:15:00,24.9,69.88,899.92,1952,0.0,NaN
E7_MIX_10,10/09/2023,07:20:00,24.95,70.18,900.07,1978,0.0,NaN
E7_MIX_10,10/09/2023,07:25:00,24.92,70.01,900.16,2028,0.0,NaN
E7_MIX_10,10/09/2023,07:30:00,24.99,69.86,900.15,2049,0.0,NaN
E7_MIX_10,10/09/2023,07:35:00,24.92,69.92,900.06,2026,0.0,NaN
E7_MIX_10,10/09/2023,07:40:00,24.92,70.03,899.98,2024,0.0,NaN
E7_MIX_10,10/09/2023,07:45:00,24.97,70.11,899.99,2028,0.0,NaN
E7_MIX_10,10/09/2023,07:50:00,24.96,69.92,900.13,2049,0.0,NaN
E7_MIX_10,10/09/2023,07:55:00,24.95,70.11,899.88,2014,0.0,NaN
E7_MIX_10,10/09/2023,08:00:00,24.92,69.82,900.03,2008,0.0,NaN
E7_MIX_10,10/09/2023,08:05:00,24.99,70.17,899.99,1968,0.0,NaN
E7_MIX_10,10/09/2023,08:10:00,24.94,70.03,899.88,1993,0.0,NaN
E7_MIX_10,10/09/2023,08:15:00,24.96,70.03,900.1,1962,0.0,NaN
E7_MIX_10,10/09/2023,08:20:00,25.0,70.03,899.93,2007,0.0,NaN
E7_MIX_10,10/09/2023,08:25:00,24.94,70.0,900.15,2007,0.0,NaN
E7_MIX_10,10/09/2023,08:30:00,24.91,70.05,899.94,2016,0.0,NaN
E7_MIX_10,10/09/2023,08:35:00,24.91,70.08,900.16,1970,0.0,NaN
E7_MIX_10,10/09/2023,08:40:00,24.93,70.04,899.9,2034,0.0,NaN
E7_MIX_10,10/09/2023,08:45:00,24.97,69.82,899.83,1961,0.0,NaN
E7_MIX_10,10/09/2023,08:50:00,24.99,69.82,899.89,1972,0.0,NaN
E7_MIX_10,10/09/2023,08:55:00,24.92,69.82,899.93,2018,0.0,NaN
E7_MIX_10,10/09/2023,09:00:00,24.91,69.82,899.99,1974,0.0,NaN
E7_MIX_10,10/09/2023,09:05:00,24.99,70.08,899.8,2020,0.0,NaN
E7_MIX_10,10/09/2023,09:10:00,24.97,70.07,900.03,2011,0.0,NaN
E7_MIX_10,10/09/2023,09:15:00,24.94,70.11,899.85,2033,0.0,NaN
E7_MIX_10,10/09/2023,09:20:00,24.99,70.12,899.9,1955,0.0,NaN
E7_MIX_10,10/09/2023,09:25:00,24.93,69.98,899.97,2039,0.0,NaN
E7_MIX_10,10/09/2023,09:30:00,24.94,69.97,900.13,2007,0.0,NaN
E7_MIX_10,10/09/2023,09:35:00,24.92,70.16,900.0,2014,0.0,NaN
E7_MIX_10,10/09/2023,09:40:00,24.93,70.05,899.94,1977,0.0,NaN
E7_MIX_10,10/09/2023,09:45:00,24.91,70.13,900.13,2009,0.0,NaN
E7_MIX_10,10/09/2023,09:50:00,24.98,69.84,900.12,2033,0.0,NaN
E7_MIX_10,10/09/2023,09:55:00,24.93,69.96,900.08,1981,0.0,NaN
E7_MIX_10,10/09/2023,10:00:00,24.92,69.97,899.85,1953,0.0,NaN
E7_MIX_10,10/09/2023,10:05:00,24.91,70.12,899.94,2021,0.0,NaN
E7_MIX_10,10/09/2023,10:10:00,23.65,70.01,900.16,1957,0.0,NaN
E7_MIX_10,10/09/2023,10:15:00,24.95,70.11,900.05,1990,0.0,NaN
E7_MIX_10,10/09/2023,10:20:00,24.94,70.19,899.83,2042,0.0,NaN
E7_MIX_10,10/09/2023,10:25:00,24.9,70.19,899.93,1972,0.0,NaN
E7_MIX_10,10/09/2023,10:30:00,24.94,70.06,899.94,1967,0.0,NaN
E7_MIX_10,10/09/2023,10:35:00,24.99,70.1,899.83,1979,0.0,NaN
E7_MIX_10,10/09/2023,10:40:00,24.91,70.12,900.17,2009,0.0,NaN
E7_MIX_10,10/09/2023,10:45:00,24.92,69.96,899.82,2015,0.0,NaN
E7_MIX_10,10/09/2023,10:50:00,24.93,70.16,900.14,1977,0.0,NaN
E7_MIX_10,10/09/2023,10:55:00,23.49,70.09,900.12,1952,0.0,NaN
E7_MIX_10,10/09/2023,11:00:00,24.94,69.84,900.14,1974,0.0,NaN
E7_MIX_10,10/09/2023,11:05:00,24.93,69.88,899.83,2001,0.0,NaN
E7_MIX_10,10/09/2023,11:10:00,24.95,70.03,900.11,1993,0.0,NaN
E7_MIX_10,10/09/2023,11:15:00,23.5,70.04,899.94,2016,0.0,NaN
E7_MIX_10,10/09/2023,11:20:00,24.95,70.12,899.86,2031,0.0,NaN
E7_MIX_10,10/09/2023,11:25:00,24.91,70.02,900.09,1973,0.0,NaN
E7_MIX_10,10/09/2023,11:30:00,24.29,69.94,900.12,2005,0.0,NaN
E7_MIX_10,10/09/2023,11:35:00,24.96,70.15,899.91,2015,0.0,NaN
E7_MIX_10,10/09/2023,11:40:00,24.95,70.12,900.2,1963,0.0,NaN
E7_MIX_10,10/09/2023,11:45:00,24.16,69.85,899.84,1998,0.0,NaN
E7_MIX_10,10/09/2023,11:50:00,24.91,70.09,900.19,1956,0.0,NaN
E7_MIX_10,10/09/2023,11:55:00,24.9,70.07,900.12,1992,0.0,NaN
E7_MIX_10,10/09/2023,12:00:00,24.95,69.95,900.14,2050,0.0,NaN
E7_MIX_10,10/09/2023,12:05:00,24.95,70.11,900.0,2022,0.0,NaN
E7_MIX_10,10/09/2023,12:10:00,24.97,70.04,899.84,2042,0.0,NaN
E7_MIX_10,10/09/2023,12:15:00,24.96,69.86,899.9,1963,0.0,NaN
E7_MIX_10,10/09/2023,12:20:00,24.91,70.09,899.81,1985,0.0,NaN
E7_MIX_10,10/09/2023,12:25:00,25.06,69.82,900.12,1984,0.0,NaN
E7_MIX_10,10/09/2023,12:30:00,24.94,69.81,899.98,1995,0.0,NaN
E7_MIX_10,10/09/2023,12:35:00,25.06,70.14,900.07,2017,0.0,NaN
E7_MIX_10,10/09/2023,12:40:00,25.05,69.84,900.14,2048,0.0,NaN
E7_MIX_10,10/09/2023,12:45:00,24.97,70.19,900.1,2001,0.0,NaN
E7_MIX_10,10/09/2023,12:50:00,23.79,70.04,899.98,1992,0.0,NaN
E7_MIX_10,10/09/2023,12:55:00,24.9,70.11,899.86,2038,0.0,NaN
E7_MIX_10,10/09/2023,13:00:00,24.97,70.13,899.92,1980,0.0,NaN
E7_MIX_10,10/09/2023,13:05:00,25.03,69.86,900.19,2017,0.0,NaN
E7_MIX_10,10/09/2023,13:10:00,23.65,69.85,899.99,2036,0.0,NaN
E7_MIX_10,10/09/2023,13:15:00,25.01,69.87,900.05,2024,0.0,NaN
E7_MIX_10,10/09/2023,13:20:00,25.05,69.99,899.89,2038,0.0,NaN
E7_MIX_10,10/09/2023,13:25:00,25.0,70.12,900.12,1951,0.0,NaN
E7_MIX_10,10/09/2023,13:30:00,24.93,70.16,899.98,1962,0.0,NaN
E7_MIX_10,10/09/2023,13:35:00,24.98,69.83,900.1,2032,0.0,NaN
E7_MIX_10,10/09/2023,13:40:00,24.97,70.14,899.96,2011,0.0,NaN
E7_MIX_10,10/09/2023,13:45:00,24.93,70.16,899.83,2043,0.0,NaN
E7_MIX_10,10/09/2023,13:50:00,25.07,69.92,900.07,1962,0.0,NaN
E7_MIX_10,10/09/2023,13:55:00,25.06,69.87,900.09,2006,0.0,NaN
E7_MIX_10,10/09/2023,14:00:00,25.03,70.17,899.89,2048,0.0,NaN
E7_MIX_10,10/09/2023,14:05:00,25.07,69.86,900.2,2043,0.0,NaN
E7_MIX_10,10/09/2023,14:10:00,24.99,69.82,899.86,1958,0.0,NaN
E7_MIX_10,10/09/2023,14:15:00,23.62,70.05,900.2,1978,0.0,NaN
E7_MIX_10,10/09/2023,14:20:00,23.86,69.9,899.8,1976,0.0,NaN
E7_MIX_10,10/09/2023,14:25:00,25.01,69.94,900.1,2049,0.0,NaN
E7_MIX_10,10/09/2023,14:30:00,25.06,69.87,900.0,2050,0.0,NaN
E7_MIX_10,10/09/2023,14:35:00,25.09,69.81,899.87,1951,0.0,NaN
E7_MIX_10,10/09/2023,14:40:00,25.07,70.09,899.8,1984,0.0,NaN
E7_MIX_10,10/09/2023,14:45:00,24.92,70.19,900.03,1962,0.0,NaN
E7_MIX_10,10/09/2023,14:50:00,24.97,69.92,900.18,1991,0.0,NaN
E7_MIX_10,10/09/2023,14:55:00,25.05,70.18,900.04,1986,0.0,NaN
E7_MIX_10,10/09/2023,15:00:00,25.01,69.94,899.94,1998,0.0,NaN
E7_MIX_10,10/09/2023,15:05:00,25.01,70.07,899.93,1958,0.0,NaN
E7_MIX_10,10/09/2023,15:10:00,25.04,70.16,900.0,2034,0.0,NaN
E7_MIX_10,10/09/2023,15:15:00,24.99,69.8,900.13,1955,0.0,NaN
E7_MIX_10,10/09/2023,15:20:00,25.0,69.95,900.05,2038,0.0,NaN
E7_MIX_10,10/09/2023,15:25:00,25.0,70.06,900.07,2000,0.0,NaN
E7_MIX_10,10/09/2023,15:30:00,25.08,69.89,899.96,2033,0.0,NaN
E7_MIX_10,10/09/2023,15:35:00,25.0,69.93,899.91,2044,0.0,NaN
E7_MIX_10,10/09/2023,15:40:00,25.06,69.81,900.05,1976,0.0,NaN
E7_MIX_10,10/09/2023,15:45:00,24.98,69.96,899.98,1997,0.0,NaN
E7_MIX_10,10/09/2023,15:50:00,25.08,70.04,899.81,1957,0.0,NaN
